Source,Target,Weight
瘫痪,背冷,1.0
瘫痪,耳聋,3.0
瘫痪,四肢疼痛,1.0
瘫痪,无名肿毒,1.0
瘫痪,腰痛,1.0
瘫痪,疳积,1.0
瘫痪,杨梅疮,3.0
瘫痪,妇人阴冷,1.0
瘫痪,舌强,3.0
瘫痪,口噤,7.0
瘫痪,崩漏,1.0
瘫痪,恶风,1.0
瘫痪,头痛,13.0
瘫痪,白带,3.0
瘫痪,恶寒发热,2.0
瘫痪,腹痛,1.0
瘫痪,咳嗽,1.0
瘫痪,慢惊,1.0
瘫痪,喷嚏,1.0
瘫痪,手颤,1.0
瘫痪,自汗,1.0
瘫痪,半身不遂,21.0
瘫痪,舌苔白腻,1.0
瘫痪,胸痛,1.0
赤脉传睛,咽干,1.0
小儿啼哭,气喘,1.0
发黄,痄腮,1.0
发黄,小便不利,16.0
发黄,神昏,3.0
发黄,身痛,3.0
发黄,舌苔黄,3.0
发黄,腹满,5.0
发黄,大便秘结,1.0
发黄,舌苔白,1.0
发黄,目昏,2.0
发黄,发狂,2.0
发黄,浮肿,4.0
发黄,胁痛,1.0
发黄,心下痞,2.0
发黄,瘰疬,1.0
发黄,赤白带,1.0
发黄,心烦,2.0
发黄,五心烦热,1.0
发黄,头汗,4.0
发黄,壮热,5.0
发黄,痫,3.0
发黄,舌干,2.0
发黄,黄汗,3.0
发黄,恶寒,8.0
发黄,少气,2.0
发黄,嘈杂,1.0
发黄,小便不通,2.0
发黄,吐血,1.0
发黄,谵语,4.0
发黄,呕吐,5.0
发黄,烦躁,6.0
发黄,舌苔黄腻,3.0
发黄,耳聋,1.0
发黄,无汗,7.0
发黄,反胃,1.0
发黄,口渴,4.0
发黄,积滞,1.0
发黄,多梦,1.0
发黄,崩漏,1.0
发黄,头痛,1.0
发黄,潮热,2.0
发黄,小儿发黄,3.0
发黄,白带,1.0
发黄,头昏,1.0
发黄,恶寒发热,2.0
发黄,口苦,1.0
发黄,腹痛,5.0
发黄,慢惊,1.0
发黄,小便黄赤,1.0
发黄,自汗,6.0
发黄,胸闷,1.0
发黄,舌苔白腻,1.0
发狂,气喘,3.0
发狂,健忘,3.0
发狂,骨痛,1.0
发狂,角弓反张,3.0
发狂,痄腮,1.0
发狂,呃逆,1.0
发狂,鼻衄,1.0
发狂,神昏,5.0
发狂,身重,2.0
发狂,腹满,8.0
发狂,丹毒,2.0
发狂,胬肉攀睛,2.0
发狂,大便秘结,3.0
发狂,舌苔白,1.0
发狂,产后腹痛,1.0
发狂,发黄,2.0
发狂,咽干,1.0
发狂,心烦,1.0
发狂,壮热,1.0
发狂,痫,8.0
发狂,舌干,2.0
发狂,恶露不下,1.0
发狂,恶心,1.0
发狂,头胀,1.0
发狂,恶寒,1.0
发狂,崩中,3.0
发狂,小便不通,1.0
发狂,吐血,1.0
发狂,谵语,23.0
发狂,呕吐,2.0
发狂,烦躁,18.0
发狂,无名肿毒,1.0
发狂,无汗,4.0
发狂,杨梅疮,1.0
发狂,牙痛,1.0
发狂,口渴,10.0
发狂,舌强,1.0
发狂,口噤,3.0
发狂,头痛,3.0
发狂,声音嘶哑,1.0
发狂,潮热,2.0
发狂,胞衣不下,2.0
发狂,腹冷,1.0
发狂,不寐,1.0
发狂,腹痛,9.0
发狂,咳痰,2.0
发狂,咳嗽,1.0
发狂,慢惊,1.0
发狂,小便黄赤,1.0
发狂,寒热往来,3.0
浮肿,气喘,47.0
浮肿,胎漏,1.0
浮肿,健忘,9.0
浮肿,舌肿,1.0
浮肿,干呕,2.0
浮肿,呃逆,1.0
浮肿,经行腹痛,1.0
浮肿,小便不利,64.0
浮肿,臂痛,2.0
浮肿,面色青,1.0
浮肿,舌胖,1.0
浮肿,天疱疮,1.0
浮肿,盗汗,11.0
浮肿,鼻衄,7.0
浮肿,产后血崩,2.0
浮肿,神昏,3.0
浮肿,身痛,3.0
浮肿,嗳气,1.0
浮肿,寒战,2.0
浮肿,鼻塞,6.0
浮肿,产后浮肿,11.0
浮肿,身重,8.0
浮肿,腹满,7.0
浮肿,耳内流脓,2.0
浮肿,大便秘结,3.0
浮肿,肥胖,3.0
浮肿,舌苔白,2.0
浮肿,漏下,2.0
浮肿,失语,1.0
浮肿,目昏,6.0
浮肿,噎膈,1.0
浮肿,产后腹痛,1.0
浮肿,吞酸,3.0
浮肿,瘫痪,6.0
浮肿,发黄,4.0
浮肿,胁痛,5.0
浮肿,呵欠,2.0
浮肿,心下痞,1.0
浮肿,转筋,1.0
浮肿,心悸,10.0
浮肿,咽干,1.0
浮肿,瘰疬,2.0
浮肿,远视,1.0
浮肿,赤白带,6.0
浮肿,心烦,8.0
浮肿,消瘦,4.0
浮肿,肠鸣,9.0
浮肿,五心烦热,3.0
浮肿,关节疼痛,1.0
浮肿,壮热,9.0
浮肿,短气,24.0
浮肿,阴疮,1.0
浮肿,痫,1.0
浮肿,项强,6.0
浮肿,舌干,4.0
浮肿,恶露不下,1.0
浮肿,恶心,14.0
浮肿,头胀,2.0
浮肿,恶寒,17.0
浮肿,少气,3.0
浮肿,崩中,5.0
浮肿,小便不通,15.0
浮肿,吐血,7.0
浮肿,腰冷,1.0
浮肿,腰重,6.0
浮肿,麻疹,3.0
浮肿,呕吐,25.0
浮肿,口淡,1.0
浮肿,烦躁,10.0
浮肿,口臭,2.0
浮肿,心下悸,2.0
浮肿,耳聋,3.0
浮肿,四肢疼痛,2.0
浮肿,腰脊痛,3.0
浮肿,无名肿毒,1.0
浮肿,无汗,1.0
浮肿,腰痛,8.0
浮肿,疳积,4.0
浮肿,反胃,3.0
浮肿,背痛,2.0
浮肿,杨梅疮,1.0
浮肿,里急后重,2.0
浮肿,牙痛,7.0
浮肿,腹泻,1.0
浮肿,小便清长,2.0
浮肿,口渴,8.0
浮肿,舌强,5.0
浮肿,积滞,7.0
浮肿,多梦,1.0
浮肿,疲乏,4.0
浮肿,遗尿,1.0
浮肿,四肢拘急,3.0
浮肿,足跟痛,2.0
浮肿,口噤,3.0
浮肿,皮肤瘙痒,2.0
浮肿,湿疮,1.0
浮肿,崩漏,6.0
浮肿,小便失禁,1.0
浮肿,头重,4.0
浮肿,恶风,11.0
浮肿,面色红,1.0
浮肿,头痛,15.0
浮肿,食欲不振,5.0
浮肿,潮热,7.0
浮肿,小儿浮肿,1.0
浮肿,胞衣不下,5.0
浮肿,白带,12.0
浮肿,大便溏,11.0
浮肿,头昏,7.0
浮肿,腹冷,2.0
浮肿,低热,1.0
浮肿,恶寒发热,2.0
浮肿,面色白,2.0
浮肿,口苦,1.0
浮肿,不寐,2.0
浮肿,多唾,1.0
浮肿,腹痛,28.0
浮肿,咳痰,1.0
浮肿,小便频数,4.0
浮肿,咳嗽,64.0
浮肿,慢惊,1.0
浮肿,头晕,9.0
浮肿,手足厥冷,2.0
浮肿,难产,9.0
浮肿,自汗,15.0
浮肿,流泪,2.0
浮肿,半身不遂,11.0
浮肿,尿血,4.0
浮肿,胸闷,8.0
浮肿,寒热往来,4.0
浮肿,舌苔白腻,1.0
浮肿,胎动不安,1.0
浮肿,言语错乱,1.0
胁痛,气喘,2.0
胁痛,健忘,1.0
胁痛,舌裂,1.0
胁痛,干呕,3.0
胁痛,呃逆,1.0
胁痛,小便不利,2.0
胁痛,善太息,1.0
胁痛,天疱疮,1.0
胁痛,便血,1.0
胁痛,盗汗,1.0
胁痛,鼻衄,3.0
胁痛,身痛,1.0
胁痛,腹满,5.0
胁痛,耳内流脓,1.0
胁痛,舌苔白,1.0
胁痛,目昏,2.0
胁痛,产后腹痛,1.0
胁痛,吞酸,5.0
胁痛,瘫痪,1.0
胁痛,发黄,1.0
胁痛,浮肿,5.0
胁痛,心下痞,2.0
胁痛,转筋,1.0
胁痛,心悸,2.0
胁痛,咽干,9.0
胁痛,远视,1.0
胁痛,赤白带,2.0
胁痛,心烦,9.0
胁痛,消瘦,2.0
胁痛,肠鸣,3.0
胁痛,五心烦热,1.0
胁痛,关节疼痛,1.0
胁痛,短气,3.0
胁痛,咳血,1.0
胁痛,项强,1.0
胁痛,舌干,2.0
胁痛,恶心,6.0
胁痛,头胀,1.0
胁痛,阴痒,1.0
胁痛,恶寒,4.0
胁痛,崩中,1.0
胁痛,嘈杂,3.0
胁痛,阴痛,3.0
胁痛,吐血,4.0
胁痛,少腹痛,4.0
胁痛,谵语,1.0
胁痛,腰重,1.0
胁痛,呕吐,11.0
胁痛,烦躁,4.0
胁痛,耳聋,18.0
胁痛,无名肿毒,1.0
胁痛,无汗,1.0
胁痛,腰痛,5.0
胁痛,疳积,1.0
胁痛,背痛,2.0
胁痛,杨梅疮,1.0
胁痛,面痛,1.0
胁痛,口渴,1.0
胁痛,积滞,1.0
胁痛,多梦,1.0
胁痛,疲乏,1.0
胁痛,口噤,1.0
胁痛,皮肤瘙痒,1.0
胁痛,崩漏,1.0
胁痛,恶风,2.0
胁痛,朱砂掌,1.0
胁痛,头痛,13.0
胁痛,潮热,9.0
胁痛,脏躁,1.0
胁痛,白带,2.0
胁痛,大便溏,2.0
胁痛,头昏,1.0
胁痛,腹冷,1.0
胁痛,低热,1.0
胁痛,恶寒发热,1.0
胁痛,口苦,24.0
胁痛,多唾,2.0
胁痛,腹痛,15.0
胁痛,咳嗽,15.0
胁痛,头晕,4.0
胁痛,难产,1.0
胁痛,自汗,2.0
胁痛,半身不遂,2.0
胁痛,尿血,1.0
胁痛,胸闷,6.0
胁痛,寒热往来,6.0
胁痛,胸痛,1.0
胁痛,产后腰痛,2.0
目干涩,盗汗,1.0
目干涩,咽干,1.0
目干涩,心烦,1.0
目干涩,五心烦热,1.0
目干涩,流泪,3.0
四肢抽搐,鼻塞,1.0
四肢抽搐,大便秘结,1.0
四肢抽搐,急惊,2.0
四肢抽搐,痫,2.0
四肢抽搐,恶寒,1.0
四肢抽搐,嘈杂,1.0
四肢抽搐,呕吐,1.0
四肢抽搐,烦躁,3.0
四肢抽搐,偏头痛,1.0
四肢抽搐,口流涎,1.0
四肢抽搐,口噤,2.0
四肢抽搐,头痛,2.0
四肢抽搐,咳嗽,2.0
胞睑肿胀,流泪,1.0
舌疮,气喘,1.0
舌疮,便血,1.0
舌疮,心烦,1.0
舌疮,牙痛,1.0
舌疮,舌强,1.0
舌疮,咽喉痛,3.0
舌疮,小便黄赤,1.0
舌疮,咽肿,1.0
战汗,腹痛,1.0
白内障,健忘,1.0
白内障,头晕,1.0
痰核流注,瘫痪,1.0
痰核流注,瘰疬,1.0
妇人腹痛,赤白带,1.0
妇人腹痛,白带,1.0
妇人腹痛,腹痛,2.0
妇人腹痛,咳嗽,1.0
妇人腹痛,难产,1.0
足颤,神昏,1.0
足颤,鼻塞,1.0
足颤,目昏,1.0
足颤,瘫痪,1.0
足颤,咽干,1.0
足颤,短气,2.0
足颤,痫,3.0
足颤,项强,1.0
足颤,舌干,2.0
足颤,背痛,1.0
足颤,口噤,1.0
足颤,皮肤瘙痒,1.0
足颤,头痛,2.0
足颤,口苦,2.0
足颤,腹痛,1.0
足颤,咳嗽,3.0
足颤,半身不遂,3.0
足颤,胸闷,1.0
呵欠,健忘,1.0
呵欠,神昏,4.0
呵欠,鼻塞,2.0
呵欠,瘫痪,1.0
呵欠,浮肿,2.0
呵欠,心下痞,2.0
呵欠,急惊,1.0
呵欠,心悸,2.0
呵欠,壮热,3.0
呵欠,痫,3.0
呵欠,恶寒,4.0
呵欠,谵语,1.0
呵欠,麻疹,1.0
呵欠,呕吐,1.0
呵欠,恶风,3.0
呵欠,头痛,6.0
呵欠,脏躁,1.0
呵欠,恶寒发热,3.0
呵欠,口苦,2.0
呵欠,咳嗽,2.0
呵欠,善悲,1.0
呵欠,喷嚏,7.0
呵欠,自汗,1.0
呵欠,半身不遂,3.0
心下痞,气喘,3.0
心下痞,干呕,2.0
心下痞,呃逆,1.0
心下痞,小便不利,5.0
心下痞,神昏,2.0
心下痞,身痛,1.0
心下痞,嗳气,1.0
心下痞,寒战,1.0
心下痞,鼻塞,1.0
心下痞,身重,2.0
心下痞,腹满,1.0
心下痞,大便下血,1.0
心下痞,大便秘结,1.0
心下痞,舌苔白,1.0
心下痞,漏下,1.0
心下痞,发黄,2.0
心下痞,浮肿,1.0
心下痞,胁痛,2.0
心下痞,呵欠,2.0
心下痞,心悸,1.0
心下痞,心烦,2.0
心下痞,消瘦,3.0
心下痞,肠鸣,4.0
心下痞,壮热,1.0
心下痞,短气,2.0
心下痞,痫,1.0
心下痞,恶寒,9.0
心下痞,小便不通,2.0
心下痞,吐血,1.0
心下痞,呕吐,3.0
心下痞,烦躁,1.0
心下痞,无汗,1.0
心下痞,腰痛,1.0
心下痞,反胃,1.0
心下痞,积滞,1.0
心下痞,遗尿,1.0
心下痞,崩漏,1.0
心下痞,头痛,3.0
心下痞,潮热,1.0
心下痞,白带,1.0
心下痞,口苦,2.0
心下痞,腹痛,5.0
心下痞,自汗,2.0
急惊,气喘,8.0
急惊,健忘,2.0
急惊,角弓反张,4.0
急惊,痄腮,1.0
急惊,小便不利,1.0
急惊,面色青,1.0
急惊,便血,1.0
急惊,神昏,13.0
急惊,鼻塞,2.0
急惊,丹毒,2.0
急惊,目昏,1.0
急惊,瘫痪,1.0
急惊,四肢抽搐,2.0
急惊,呵欠,1.0
急惊,心悸,4.0
急惊,胃痛,1.0
急惊,心烦,1.0
急惊,头摇,1.0
急惊,壮热,30.0
急惊,痫,18.0
急惊,项强,1.0
急惊,恶心,1.0
急惊,头热,3.0
急惊,小便不通,1.0
急惊,吐血,1.0
急惊,麻疹,1.0
急惊,呕吐,4.0
急惊,烦躁,9.0
急惊,无名肿毒,2.0
急惊,无汗,1.0
急惊,疳积,3.0
急惊,上吐下泻,2.0
急惊,牙痛,2.0
急惊,口渴,1.0
急惊,积滞,1.0
急惊,多梦,2.0
急惊,四肢拘急,1.0
急惊,口噤,15.0
急惊,头痛,5.0
急惊,潮热,8.0
急惊,弄舌,2.0
急惊,腹痛,4.0
急惊,咳嗽,14.0
急惊,慢惊,18.0
急惊,小便黄赤,1.0
急惊,头晕,1.0
急惊,手足厥冷,1.0
急惊,难产,1.0
转筋,健忘,2.0
转筋,骨痛,1.0
转筋,角弓反张,3.0
转筋,呃逆,1.0
转筋,小便不利,1.0
转筋,面色青,5.0
转筋,盗汗,1.0
转筋,神昏,4.0
转筋,鼻塞,3.0
转筋,腹满,3.0
转筋,目昏,4.0
转筋,产后腹痛,1.0
转筋,吞酸,4.0
转筋,浮肿,1.0
转筋,胁痛,1.0
转筋,胃痛,2.0
转筋,心烦,5.0
转筋,壮热,1.0
转筋,痫,4.0
转筋,舌干,1.0
转筋,恶心,11.0
转筋,恶寒,2.0
转筋,少气,4.0
转筋,嘈杂,1.0
转筋,少腹痛,2.0
转筋,呕吐,12.0
转筋,烦躁,11.0
转筋,耳聋,1.0
转筋,腰脊痛,2.0
转筋,无汗,1.0
转筋,腰痛,2.0
转筋,上吐下泻,10.0
转筋,口渴,5.0
转筋,舌强,1.0
转筋,遗尿,1.0
转筋,口噤,3.0
转筋,舌卷,1.0
转筋,善怒,1.0
转筋,四肢强直,2.0
转筋,崩漏,1.0
转筋,头痛,8.0
转筋,头昏,1.0
转筋,腹冷,10.0
转筋,口苦,1.0
转筋,腹痛,25.0
转筋,小便频数,1.0
转筋,咳嗽,1.0
转筋,慢惊,2.0
转筋,小便黄赤,1.0
转筋,头晕,2.0
转筋,手足厥冷,9.0
转筋,自汗,6.0
转筋,半身不遂,1.0
转筋,胸闷,2.0
转筋,胎动不安,1.0
毛发脱落,健忘,1.0
毛发脱落,疳积,1.0
瞳神散大,目昏,1.0
瞳神散大,恶心,1.0
瞳神散大,呕吐,1.0
瞳神散大,头痛,1.0
瞳神散大,流泪,2.0
小儿发热,气喘,1.0
小儿发热,心烦,1.0
小儿发热,恶寒,1.0
小儿发热,耳聋,1.0
小儿发热,无汗,1.0
小儿发热,腰痛,1.0
小儿发热,鼻干,1.0
小儿发热,口渴,2.0
小儿发热,头痛,1.0
小儿发热,咳嗽,7.0
夜盲,目昏,1.0
夜盲,食欲不振,1.0
夜盲,流泪,1.0
舌生芒刺,舌肿,2.0
舌生芒刺,舌裂,2.0
舌生芒刺,舌苔黄,2.0
舌生芒刺,头汗,2.0
舌生芒刺,壮热,2.0
舌生芒刺,吐血,2.0
舌生芒刺,谵语,2.0
舌生芒刺,烦躁,2.0
舌生芒刺,舌卷,2.0
舌生芒刺,尿血,2.0
心悸,胎漏,1.0
心悸,健忘,37.0
心悸,骨痛,4.0
心悸,呃逆,2.0
心悸,小便不利,2.0
心悸,便血,2.0
心悸,畏寒,3.0
心悸,盗汗,21.0
心悸,鼻衄,1.0
心悸,须发早白,3.0
心悸,神昏,2.0
心悸,嗳气,4.0
心悸,鼻塞,1.0
心悸,腹满,4.0
心悸,大便秘结,1.0
心悸,脱发,1.0
心悸,痴呆,2.0
心悸,目昏,4.0
心悸,吞酸,2.0
心悸,瘫痪,1.0
心悸,浮肿,10.0
心悸,胁痛,2.0
心悸,呵欠,2.0
心悸,心下痞,1.0
心悸,急惊,4.0
心悸,咽干,12.0
心悸,心烦,22.0
心悸,消瘦,5.0
心悸,五心烦热,3.0
心悸,壮热,2.0
心悸,乳汁不行,2.0
心悸,短气,9.0
心悸,咳血,2.0
心悸,痫,6.0
心悸,项强,2.0
心悸,舌干,1.0
心悸,月经过多,1.0
心悸,恶心,6.0
心悸,恶寒,3.0
心悸,少气,6.0
心悸,崩中,2.0
心悸,小便不通,1.0
心悸,吐血,2.0
心悸,谵语,1.0
心悸,呕吐,4.0
心悸,烦躁,14.0
心悸,心下悸,3.0
心悸,耳聋,4.0
心悸,四肢疼痛,1.0
心悸,无汗,1.0
心悸,腰痛,2.0
心悸,口渴,4.0
心悸,多梦,27.0
心悸,疲乏,16.0
心悸,遗尿,1.0
心悸,足跟痛,1.0
心悸,崩漏,2.0
心悸,头痛,16.0
心悸,食欲不振,14.0
心悸,潮热,8.0
心悸,脏躁,3.0
心悸,白带,7.0
心悸,大便溏,2.0
心悸,头昏,11.0
心悸,恶寒发热,1.0
心悸,口苦,1.0
心悸,不寐,6.0
心悸,小便频数,1.0
心悸,咳嗽,9.0
心悸,头晕,59.0
心悸,喷嚏,2.0
心悸,自汗,26.0
心悸,半身不遂,2.0
心悸,善惊,1.0
心悸,憋气,3.0
心悸,尿血,1.0
心悸,胸闷,48.0
心悸,寒热往来,1.0
心悸,胸痛,7.0
心悸,胎动不安,3.0
舌痛,牙痛,1.0
咽干,气喘,6.0
咽干,胎漏,1.0
咽干,健忘,4.0
咽干,痄腮,2.0
咽干,舌裂,1.0
咽干,干呕,3.0
咽干,呃逆,3.0
咽干,小便不利,9.0
咽干,便血,3.0
咽干,盗汗,22.0
咽干,鼻衄,4.0
咽干,神昏,4.0
咽干,身痛,3.0
咽干,舌苔黄,3.0
咽干,鼻塞,20.0
咽干,唇肿,1.0
咽干,身重,2.0
咽干,腹满,9.0
咽干,舌光,3.0
咽干,丹毒,1.0
咽干,大便秘结,7.0
咽干,舌苔白,2.0
咽干,漏下,1.0
咽干,胎毒,1.0
咽干,目昏,16.0
咽干,吞酸,1.0
咽干,赤脉传睛,1.0
咽干,发狂,1.0
咽干,浮肿,1.0
咽干,胁痛,9.0
咽干,目干涩,1.0
咽干,足颤,1.0
咽干,心悸,12.0
咽干,喉痒,2.0
咽干,胃痛,3.0
咽干,尿痛,1.0
咽干,远视,2.0
咽干,足热,3.0
咽干,赤白带,4.0
咽干,心烦,41.0
咽干,消瘦,9.0
咽干,肠鸣,4.0
咽干,脱肛,1.0
咽干,五心烦热,18.0
咽干,关节疼痛,1.0
咽干,壮热,19.0
咽干,但热不寒,1.0
咽干,短气,4.0
咽干,痫,1.0
咽干,项强,4.0
咽干,舌干,6.0
咽干,恶心,10.0
咽干,头胀,1.0
咽干,阴痒,1.0
咽干,恶寒,14.0
咽干,少气,12.0
咽干,崩中,1.0
咽干,嘈杂,5.0
咽干,吐血,4.0
咽干,四肢麻木,2.0
咽干,谵语,8.0
咽干,麻疹,3.0
咽干,呕吐,5.0
咽干,口淡,3.0
咽干,烦躁,27.0
咽干,口臭,3.0
咽干,舌苔黄腻,2.0
咽干,耳聋,14.0
咽干,腰脊痛,1.0
咽干,无汗,2.0
咽干,腰痛,3.0
咽干,鼻干,2.0
咽干,背痛,2.0
咽干,里急后重,2.0
咽干,面痛,1.0
咽干,牙痛,6.0
咽干,口渴,46.0
咽干,舌强,2.0
咽干,积滞,1.0
咽干,多梦,3.0
咽干,疲乏,1.0
咽干,四肢拘急,1.0
咽干,口噤,1.0
咽干,皮肤瘙痒,2.0
咽干,崩漏,2.0
咽干,头重,1.0
咽干,恶风,7.0
咽干,头痛,35.0
咽干,食欲不振,1.0
咽干,潮热,26.0
咽干,白带,4.0
咽干,头昏,9.0
咽干,低热,1.0
咽干,恶寒发热,4.0
咽干,口苦,55.0
咽干,不寐,2.0
咽干,多唾,3.0
咽干,腹痛,12.0
咽干,咳嗽,80.0
咽干,小便黄赤,1.0
咽干,咽肿,1.0
咽干,头晕,15.0
咽干,喷嚏,1.0
咽干,自汗,12.0
咽干,胸闷,4.0
咽干,寒热往来,10.0
咽干,胸痛,4.0
皮肤皲裂,掌跖发疱,1.0
皮肤皲裂,吐血,1.0
喉痒,咽干,2.0
喉痒,恶寒,1.0
喉痒,口渴,1.0
喉痒,哮鸣,1.0
喉痒,头痛,2.0
喉痒,声音嘶哑,1.0
喉痒,腹痛,1.0
喉痒,咳痰,1.0
喉痒,咳嗽,13.0
喉痒,喷嚏,2.0
喉痒,胸闷,2.0
胃痛,骨痛,1.0
胃痛,干呕,1.0
胃痛,呃逆,3.0
胃痛,畏寒,1.0
胃痛,盗汗,1.0
胃痛,神昏,1.0
胃痛,嗳气,11.0
胃痛,鼻塞,1.0
胃痛,腹满,3.0
胃痛,舌苔白,1.0
胃痛,噎膈,5.0
胃痛,吞酸,10.0
胃痛,急惊,1.0
胃痛,转筋,2.0
胃痛,咽干,3.0
胃痛,心烦,1.0
胃痛,关节疼痛,1.0
胃痛,恶心,10.0
胃痛,嘈杂,8.0
胃痛,谵语,1.0
胃痛,呕吐,17.0
胃痛,闭经,1.0
胃痛,反胃,4.0
胃痛,里急后重,1.0
胃痛,牙痛,2.0
胃痛,腹泻,1.0
胃痛,口渴,2.0
胃痛,积滞,1.0
胃痛,疲乏,2.0
胃痛,头痛,1.0
胃痛,食欲不振,6.0
胃痛,腹痛,9.0
胃痛,咳嗽,1.0
胃痛,头晕,2.0
胃痛,自汗,1.0
胃痛,晕厥,1.0
妊娠头痛,心烦,1.0
妊娠头痛,壮热,1.0
妊娠头痛,呕吐,1.0
妊娠头痛,头痛,3.0
乳房胀痛,面色青,1.0
乳房胀痛,乳汁不行,1.0
乳房胀痛,烦躁,1.0
乳房胀痛,闭经,1.0
乳房胀痛,不孕,2.0
乳房胀痛,腹痛,1.0
经间期出血,胎漏,1.0
经间期出血,心烦,1.0
经间期出血,月经过多,1.0
经间期出血,崩漏,1.0
经间期出血,头昏,1.0
牙龈溃烂,瘰疬,2.0
牙龈溃烂,消瘦,1.0
牙龈溃烂,麻疹,1.0
牙龈溃烂,牙痛,2.0
牙龈溃烂,口渴,1.0
瘰疬,耳痛,1.0
瘰疬,气喘,3.0
瘰疬,胎漏,1.0
瘰疬,臁疮,17.0
瘰疬,骨痛,1.0
瘰疬,痄腮,2.0
瘰疬,便血,1.0
瘰疬,盗汗,4.0
瘰疬,寒战,1.0
瘰疬,乳房肿块,1.0
瘰疬,鼻塞,1.0
瘰疬,丹毒,4.0
瘰疬,小儿丹毒,1.0
瘰疬,瘫痪,2.0
瘰疬,发黄,1.0
瘰疬,浮肿,2.0
瘰疬,痰核流注,1.0
瘰疬,牙龈溃烂,2.0
瘰疬,赤白带,2.0
瘰疬,消瘦,6.0
瘰疬,脱肛,1.0
瘰疬,壮热,5.0
瘰疬,阴疮,3.0
瘰疬,痫,4.0
瘰疬,项强,4.0
瘰疬,恶心,1.0
瘰疬,恶寒,5.0
瘰疬,漏睛,2.0
瘰疬,小儿口疮,1.0
瘰疬,阴痛,2.0
瘰疬,吐血,4.0
瘰疬,呕吐,7.0
瘰疬,耳聋,4.0
瘰疬,四肢疼痛,2.0
瘰疬,无名肿毒,28.0
瘰疬,腰痛,2.0
瘰疬,疳积,3.0
瘰疬,背痛,3.0
瘰疬,杨梅疮,2.0
瘰疬,牙痛,2.0
瘰疬,口渴,1.0
瘰疬,积滞,1.0
瘰疬,遗尿,1.0
瘰疬,不孕,1.0
瘰疬,崩漏,1.0
瘰疬,头痛,11.0
瘰疬,潮热,5.0
瘰疬,胞衣不下,1.0
瘰疬,白带,2.0
瘰疬,弄舌,1.0
瘰疬,腹痛,4.0
瘰疬,咳痰,1.0
瘰疬,小便频数,2.0
瘰疬,咳嗽,16.0
瘰疬,慢惊,2.0
瘰疬,难产,3.0
瘰疬,自汗,2.0
瘰疬,半身不遂,2.0
瘰疬,寒热往来,1.0
尿痛,小便不利,1.0
尿痛,盗汗,1.0
尿痛,目昏,1.0
尿痛,咽干,1.0
尿痛,赤白带,1.0
尿痛,心烦,1.0
尿痛,五心烦热,1.0
尿痛,耳聋,1.0
尿痛,腰痛,3.0
尿痛,牙痛,1.0
尿痛,潮热,1.0
尿痛,白带,1.0
远视,近视,11.0
远视,小便不利,1.0
远视,目昏,8.0
远视,浮肿,1.0
远视,胁痛,1.0
远视,咽干,2.0
远视,肠鸣,1.0
远视,少气,1.0
远视,腰脊痛,1.0
远视,鼻干,1.0
远视,舌强,1.0
远视,流泪,1.0
远视,善惊,1.0
远视,尿血,1.0
小儿腹痛,面色青,1.0
小儿腹痛,积滞,1.0
小儿腹痛,腹痛,18.0
足热,小便不利,5.0
足热,腹满,3.0
足热,漏下,2.0
足热,目昏,2.0
足热,吞酸,2.0
足热,咽干,3.0
足热,赤白带,1.0
足热,心烦,3.0
足热,肠鸣,2.0
足热,但热不寒,1.0
足热,恶心,1.0
足热,恶寒,3.0
足热,少气,3.0
足热,呕吐,1.0
足热,烦躁,1.0
足热,腰痛,1.0
足热,崩漏,1.0
足热,恶风,2.0
足热,头痛,1.0
足热,潮热,2.0
足热,白带,1.0
足热,口苦,2.0
足热,腹痛,3.0
足热,咳嗽,1.0
赤白带,气喘,3.0
赤白带,胎漏,2.0
赤白带,健忘,4.0
赤白带,臁疮,2.0
赤白带,骨痛,2.0
赤白带,角弓反张,1.0
赤白带,痄腮,1.0
赤白带,干呕,1.0
赤白带,呃逆,1.0
赤白带,小便不利,1.0
赤白带,天疱疮,1.0
赤白带,便血,4.0
赤白带,畏寒,1.0
赤白带,盗汗,13.0
赤白带,血精,1.0
赤白带,鼻衄,4.0
赤白带,身痛,1.0
赤白带,鼻塞,1.0
赤白带,腹满,1.0
赤白带,耳内流脓,1.0
赤白带,大便下血,1.0
赤白带,漏下,9.0
赤白带,目昏,4.0
赤白带,噎膈,1.0
赤白带,产后腹痛,1.0
赤白带,瘫痪,3.0
赤白带,发黄,1.0
赤白带,浮肿,6.0
赤白带,胁痛,2.0
赤白带,妇人腹痛,1.0
赤白带,咽干,4.0
赤白带,瘰疬,2.0
赤白带,尿痛,1.0
赤白带,足热,1.0
赤白带,心烦,14.0
赤白带,消瘦,4.0
赤白带,肠鸣,1.0
赤白带,脱肛,2.0
赤白带,五心烦热,10.0
赤白带,痫,3.0
赤白带,舌干,4.0
赤白带,月经过多,1.0
赤白带,恶心,10.0
赤白带,阴痒,1.0
赤白带,恶寒,1.0
赤白带,少气,1.0
赤白带,崩中,8.0
赤白带,头热,1.0
赤白带,小便不通,3.0
赤白带,吐血,13.0
赤白带,少腹痛,1.0
赤白带,腰重,2.0
赤白带,呕吐,11.0
赤白带,口淡,1.0
赤白带,耳聋,5.0
赤白带,无名肿毒,5.0
