Source,Target,Weight
白芥子,荆芥,11.0
白芥子,自然铜,1.0
白芥子,滑石粉,1.0
白芥子,菊花,3.0
白芥子,前胡,3.0
白芥子,红花,3.0
白芥子,蒲黄,2.0
白芥子,桃,6.0
白芥子,桑,7.0
白芥子,川芎,12.0
白芥子,白术,30.0
白芥子,姜黄,1.0
白芥子,天葵,2.0
白芥子,骨碎补,1.0
白芥子,牡蛎,3.0
白芥子,知母,4.0
白芥子,鸡内金,1.0
白芥子,雄黄,4.0
白芥子,生姜,4.0
白芥子,紫苏叶,4.0
白芥子,玉竹,3.0
白芥子,梨,2.0
白芥子,玄参,18.0
白芥子,昆布,1.0
白芥子,瓜蒌皮,3.0
白芥子,冬瓜,2.0
白芥子,竹沥,2.0
白芥子,麦芽,9.0
白芥子,防风,9.0
白芥子,莪术,5.0
白芥子,肉桂,14.0
白芥子,瓦楞子,1.0
白芥子,枇杷,1.0
白芥子,白茅根,1.0
白芥子,蝉蜕,3.0
白芥子,益智,2.0
白芥子,白附子,4.0
白芥子,菟丝子,1.0
白芥子,三七,1.0
白芥子,狗脊,3.0
白芥子,白鲜皮,1.0
白芥子,郁金,4.0
白芥子,紫苏子,5.0
白芥子,白矾,2.0
白芥子,淡竹,1.0
白芥子,蟾酥,1.0
白芥子,甘草,47.0
白芥子,神曲,16.0
白芥子,杏仁,15.0
白芥子,耳草,2.0
白芥子,陈皮,21.0
白芥子,黄连,11.0
白芥子,乳香,3.0
白芥子,青皮,9.0
白芥子,黄柏,4.0
白芥子,细辛,9.0
白芥子,藁本,1.0
白芥子,干姜,6.0
白芥子,豆蔻,1.0
白芥子,荜澄茄,1.0
白芥子,土茯苓,1.0
白芥子,赤芍,4.0
白芥子,牛胆,1.0
白芥子,天南星,3.0
白芥子,甜瓜子,2.0
白芥子,青黛,4.0
白芥子,黄药子,1.0
白芥子,饴糖,1.0
白芥子,五灵脂,1.0
白芥子,益智仁,2.0
白芥子,百部,2.0
白芥子,山茱萸,10.0
白芥子,沙参,8.0
白芥子,枳实,9.0
白芥子,当归,36.0
白芥子,大黄,10.0
白芥子,葶苈子,5.0
白芥子,阿胶,1.0
白芥子,芍药,1.0
白芥子,南沙参,1.0
白芥子,牛膝,8.0
白芥子,车前子,1.0
白芥子,木瓜,1.0
白芥子,天麻,7.0
白芥子,血竭,1.0
白芥子,冬瓜皮,2.0
白芥子,熟地黄,1.0
白芥子,松节,1.0
白芥子,天门冬,1.0
白芥子,桔梗,11.0
白芥子,萝卜,5.0
白芥子,樟脑,1.0
白芥子,浮海石,2.0
白芥子,没药,3.0
白芥子,射干,3.0
白芥子,北沙参,1.0
白芥子,全蝎,6.0
白芥子,枫香脂,1.0
白芥子,山楂,12.0
白芥子,鳖甲,6.0
白芥子,龙齿,4.0
白芥子,石菖蒲,2.0
白芥子,鹿角,1.0
白芥子,法半夏,3.0
白芥子,瓜蒌,8.0
白芥子,苦杏仁,3.0
白芥子,甜瓜,2.0
白芥子,滑石,5.0
白芥子,栀子,11.0
白芥子,藿香,5.0
白芥子,远志,8.0
白芥子,白前,1.0
白芥子,夏枯草,1.0
白芥子,槟榔,6.0
白芥子,威灵仙,2.0
白芥子,连翘,6.0
白芥子,乌梅,1.0
白芥子,丁香,3.0
白芥子,白芍,28.0
白芥子,天花粉,5.0
白芥子,白芥,140.0
白芥子,白芷,8.0
白芥子,牛蒡子,3.0
白芥子,款冬花,3.0
白芥子,紫菀,2.0
白芥子,三棱,5.0
白芥子,川乌,1.0
白芥子,柏子仁,2.0
白芥子,路路通,1.0
白芥子,泽兰,1.0
白芥子,草乌,4.0
白芥子,琥珀,6.0
白芥子,金银花,4.0
白芥子,人参,25.0
白芥子,僵蚕,9.0
白芥子,蛤蚧,1.0
白芥子,升麻,2.0
白芥子,乌头,2.0
白芥子,续断,2.0
白芥子,黄芪,3.0
白芥子,黄芩,8.0
白芥子,穿山甲,3.0
白芥子,莱菔子,10.0
白芥子,丹参,5.0
白芥子,益母草,1.0
白芥子,天竺黄,3.0
白芥子,枇杷叶,1.0
白芥子,何首乌,4.0
白芥子,浙贝母,2.0
白芥子,王不留行,1.0
白芥子,巴豆,1.0
白芥子,阿魏,2.0
白芥子,白及,3.0
白芥子,猪苓,3.0
白芥子,茴香,1.0
白芥子,降香,1.0
白芥子,胆南星,3.0
白芥子,芡实,2.0
白芥子,垂盆草,1.0
白芥子,山药,10.0
白芥子,皂荚,2.0
白芥子,安息香,1.0
白芥子,白豆蔻,1.0
白芥子,百合,5.0
白芥子,薤白,1.0
白芥子,羚羊角,1.0
白芥子,秦艽,2.0
白芥子,芥子,140.0
白芥子,胡芦巴,1.0
白芥子,草果,1.0
白芥子,地骨皮,7.0
白芥子,罂粟,1.0
白芥子,茯苓,39.0
白芥子,川贝母,7.0
白芥子,附子,18.0
白芥子,党参,3.0
白芥子,化橘红,1.0
白芥子,天冬,2.0
白芥子,牛蒡,5.0
白芥子,海桐皮,1.0
白芥子,桑叶,3.0
白芥子,大戟,6.0
白芥子,鸡骨草,1.0
白芥子,防己,4.0
白芥子,木通,2.0
白芥子,苍术,8.0
白芥子,金礞石,1.0
白芥子,甘遂,6.0
白芥子,棕榈炭,1.0
白芥子,紫石英,1.0
白芥子,龙骨,1.0
白芥子,沉香,4.0
白芥子,禹余粮,1.0
白芥子,炙甘草,2.0
白芥子,钩藤,3.0
白芥子,白蔹,2.0
白芥子,地龙,3.0
白芥子,薄荷,10.0
白芥子,黄精,2.0
白芥子,桑白皮,2.0
白芥子,麝香,7.0
白芥子,冰片,5.0
白芥子,蛤壳,2.0
白芥子,白薇,2.0
白芥子,乌药,7.0
白芥子,郁李,2.0
白芥子,蒲公英,2.0
白芥子,厚朴,8.0
白芥子,桃仁,6.0
白芥子,山慈菇,1.0
白芥子,大腹皮,1.0
白芥子,炮姜,1.0
白芥子,砂仁,3.0
白芥子,朱砂,8.0
白芥子,硼砂,1.0
白芥子,半夏,28.0
白芥子,苍耳,2.0
白芥子,吴茱萸,3.0
白芥子,罂粟壳,1.0
白芥子,蔓荆子,1.0
白芥子,羌活,6.0
白芥子,葛根,1.0
白芥子,水红花子,2.0
白芥子,仙茅,1.0
白芥子,橘红,6.0
白芥子,广藿香,1.0
白芥子,杏,15.0
白芥子,荷叶,3.0
白芥子,犀角,1.0
白芥子,磁石,1.0
白芥子,藕节,1.0
白芥子,柴胡,32.0
白芥子,海藻,1.0
白芥子,麻黄,8.0
白芥子,木香,9.0
白芥子,泽泻,7.0
白芥子,桂枝,6.0
白芥子,郁李仁,2.0
白芥子,枳壳,8.0
白芥子,车前,1.0
白芥子,独活,2.0
白芥子,牛黄,4.0
白芥子,薏苡仁,2.0
白芥子,胡黄连,1.0
白芥子,橄榄,1.0
白芥子,麦冬,24.0
白芥子,香附,17.0
白芥子,五味子,6.0
白芥子,瓜蒌子,2.0
白芥子,石膏,4.0
白芥子,木鳖子,3.0
白芥子,羊蹄,1.0
蓖麻子,荆芥,1.0
蓖麻子,石榴,1.0
蓖麻子,葱白,1.0
蓖麻子,红花,1.0
蓖麻子,桃,10.0
蓖麻子,蜂蜡,1.0
蓖麻子,桑,3.0
蓖麻子,川芎,8.0
蓖麻子,白术,1.0
蓖麻子,核桃仁,1.0
蓖麻子,牡蛎,1.0
蓖麻子,知母,1.0
蓖麻子,蜈蚣,4.0
蓖麻子,雄黄,4.0
蓖麻子,生姜,1.0
蓖麻子,玄参,7.0
蓖麻子,防风,8.0
蓖麻子,莪术,3.0
蓖麻子,肉桂,4.0
蓖麻子,寒水石,2.0
蓖麻子,白附子,1.0
蓖麻子,菟丝子,1.0
蓖麻子,白矾,3.0
蓖麻子,蛇蜕,6.0
蓖麻子,锁阳,1.0
蓖麻子,杏仁,23.0
蓖麻子,黄连,9.0
蓖麻子,乳香,26.0
蓖麻子,黄柏,10.0
蓖麻子,细辛,6.0
蓖麻子,干姜,1.0
蓖麻子,赤芍,7.0
蓖麻子,天南星,1.0
蓖麻子,松香,15.0
蓖麻子,儿茶,1.0
蓖麻子,五灵脂,1.0
蓖麻子,槐角,1.0
蓖麻子,红大戟,3.0
蓖麻子,红粉,1.0
蓖麻子,枳实,1.0
蓖麻子,当归,13.0
蓖麻子,大黄,12.0
蓖麻子,芍药,3.0
蓖麻子,血竭,5.0
蓖麻子,梅花,1.0
蓖麻子,熟地黄,1.0
蓖麻子,桔梗,1.0
蓖麻子,樟脑,6.0
蓖麻子,没药,21.0
蓖麻子,全蝎,5.0
蓖麻子,苦杏仁,1.0
蓖麻子,大枣,2.0
蓖麻子,栀子,1.0
蓖麻子,远志,1.0
蓖麻子,蜂房,4.0
蓖麻子,槟榔,3.0
蓖麻子,威灵仙,2.0
蓖麻子,连翘,2.0
蓖麻子,白芍,4.0
蓖麻子,天花粉,1.0
蓖麻子,白芷,17.0
蓖麻子,三棱,4.0
蓖麻子,牡丹皮,1.0
蓖麻子,川乌,4.0
蓖麻子,牵牛子,1.0
蓖麻子,草乌,6.0
蓖麻子,人参,2.0
蓖麻子,僵蚕,1.0
蓖麻子,乌头,1.0
蓖麻子,桑螵蛸,1.0
蓖麻子,黄芩,4.0
蓖麻子,穿山甲,6.0
蓖麻子,轻粉,7.0
蓖麻子,蓖麻,73.0
蓖麻子,巴豆,19.0
蓖麻子,阿魏,3.0
蓖麻子,白及,4.0
蓖麻子,蛇床子,2.0
蓖麻子,山药,2.0
蓖麻子,皂荚,1.0
蓖麻子,灯心草,1.0
蓖麻子,安息香,1.0
蓖麻子,胡芦巴,1.0
蓖麻子,藤黄,1.0
蓖麻子,芫花,4.0
蓖麻子,苦参,2.0
蓖麻子,附子,6.0
蓖麻子,大戟,5.0
蓖麻子,木通,2.0
蓖麻子,苍术,1.0
蓖麻子,甘遂,4.0
蓖麻子,龙骨,3.0
蓖麻子,猪牙皂,2.0
蓖麻子,白蔹,6.0
蓖麻子,薄荷,2.0
蓖麻子,马钱子,1.0
蓖麻子,通草,1.0
蓖麻子,牵牛,1.0
蓖麻子,麝香,9.0
蓖麻子,冰片,6.0
蓖麻子,血余炭,1.0
蓖麻子,厚朴,3.0
蓖麻子,桃仁,8.0
蓖麻子,土鳖虫,1.0
蓖麻子,朱砂,4.0
蓖麻子,半夏,3.0
蓖麻子,羌活,5.0
蓖麻子,生地黄,3.0
蓖麻子,五倍子,5.0
蓖麻子,杏,23.0
蓖麻子,磁石,4.0
蓖麻子,海藻,1.0
蓖麻子,麻黄,4.0
蓖麻子,泽泻,1.0
蓖麻子,枳壳,2.0
蓖麻子,两头尖,4.0
蓖麻子,独活,7.0
蓖麻子,马钱,1.0
蓖麻子,香附,4.0
蓖麻子,木鳖子,15.0
蓖麻子,牡丹,1.0
神曲,青木香,7.0
神曲,荆芥,20.0
神曲,竹叶,2.0
神曲,淡竹叶,1.0
神曲,芒硝,1.0
神曲,滑石粉,1.0
神曲,鹿角霜,1.0
神曲,石榴,3.0
神曲,赭石,4.0
神曲,菊花,4.0
神曲,前胡,18.0
神曲,红花,17.0
神曲,蒲黄,6.0
神曲,桃,9.0
神曲,桑,11.0
神曲,川芎,93.0
神曲,地榆,2.0
神曲,白术,298.0
神曲,小茴香,3.0
神曲,姜黄,9.0
神曲,高良姜,10.0
神曲,蒺藜,5.0
神曲,熊胆,3.0
神曲,桑寄生,1.0
神曲,牡蛎,4.0
神曲,知母,14.0
神曲,蜈蚣,1.0
神曲,鸡内金,29.0
神曲,雄黄,30.0
神曲,五加皮,3.0
神曲,生姜,59.0
神曲,紫苏叶,16.0
神曲,延胡索,3.0
神曲,玄参,17.0
神曲,昆布,2.0
神曲,冬瓜,3.0
神曲,竹沥,3.0
神曲,麦芽,277.0
神曲,防风,55.0
神曲,马齿苋,2.0
神曲,莪术,69.0
神曲,肉桂,35.0
神曲,橘核,1.0
神曲,枸杞子,3.0
神曲,蝉蜕,12.0
神曲,败酱,1.0
神曲,益智,33.0
神曲,白附子,9.0
神曲,菟丝子,4.0
神曲,制何首乌,1.0
神曲,狗脊,1.0
神曲,郁金,16.0
神曲,艾叶,1.0
神曲,紫苏子,6.0
神曲,白矾,12.0
神曲,千金子霜,5.0
神曲,淡竹,2.0
神曲,甘草,383.0
神曲,白芥子,16.0
神曲,川楝子,10.0
神曲,杏仁,36.0
神曲,桑枝,1.0
神曲,陈皮,355.0
神曲,黄连,148.0
神曲,乳香,3.0
神曲,青皮,155.0
神曲,黄柏,20.0
神曲,细辛,6.0
神曲,藁本,3.0
神曲,韭菜,1.0
神曲,干姜,94.0
神曲,茵陈,4.0
神曲,豆蔻,104.0
神曲,荜澄茄,10.0
神曲,榧,2.0
神曲,赤芍,14.0
神曲,珍珠,3.0
神曲,明党参,1.0
神曲,石见穿,1.0
神曲,天南星,5.0
神曲,商陆,1.0
神曲,母丁香,1.0
神曲,青黛,10.0
神曲,韭菜子,1.0
神曲,赤石脂,3.0
神曲,五灵脂,9.0
神曲,女贞,2.0
神曲,肉豆蔻,44.0
神曲,益智仁,22.0
神曲,红大戟,4.0
神曲,百部,3.0
神曲,山茱萸,2.0
神曲,百草霜,1.0
神曲,芦根,4.0
神曲,沙参,5.0
神曲,枳实,109.0
神曲,刀豆,1.0
神曲,当归,117.0
神曲,大麦,28.0
神曲,大黄,45.0
神曲,阿胶,8.0
神曲,焦槟榔,2.0
神曲,芍药,30.0
神曲,南沙参,1.0
神曲,牛膝,7.0
神曲,车前子,13.0
神曲,巴戟天,4.0
神曲,木瓜,22.0
神曲,天麻,16.0
神曲,小蓟,1.0
神曲,梅花,1.0
神曲,熟地黄,6.0
神曲,桔梗,81.0
神曲,萝卜,20.0
神曲,龙眼,1.0
神曲,金樱子,1.0
神曲,浮海石,1.0
神曲,没药,1.0
神曲,全蝎,12.0
神曲,山楂,246.0
神曲,鳖甲,13.0
神曲,杜仲,3.0
神曲,石菖蒲,3.0
神曲,鹿角,1.0
神曲,大青叶,1.0
神曲,板蓝根,1.0
神曲,法半夏,19.0
神曲,荜茇,7.0
神曲,瓜蒌,7.0
神曲,苦杏仁,14.0
神曲,滑石,18.0
神曲,大枣,8.0
神曲,栀子,27.0
神曲,石榴皮,3.0
神曲,千金子,5.0
神曲,藿香,109.0
神曲,远志,11.0
神曲,代赭石,2.0
神曲,刺五加,1.0
神曲,葫芦,1.0
神曲,夏枯草,1.0
神曲,槟榔,138.0
神曲,狗宝,1.0
神曲,连翘,28.0
神曲,苦楝皮,1.0
神曲,水牛角,5.0
神曲,乌梅,16.0
神曲,丁香,75.0
神曲,硫黄,1.0
神曲,茜草,1.0
神曲,白芍,91.0
神曲,天花粉,22.0
神曲,女贞子,2.0
神曲,白芥,16.0
神曲,淡豆豉,4.0
神曲,白芷,44.0
神曲,牛蒡子,4.0
神曲,斑蝥,1.0
神曲,三棱,105.0
神曲,牡丹皮,5.0
神曲,川乌,5.0
神曲,石斛,3.0
神曲,香橼,3.0
神曲,柏子仁,1.0
神曲,泽兰,2.0
神曲,芜荑,25.0
神曲,牵牛子,10.0
神曲,草乌,1.0
神曲,琥珀,12.0
神曲,金银花,5.0
神曲,龙眼肉,1.0
神曲,胡椒,9.0
神曲,人参,183.0
神曲,僵蚕,23.0
神曲,升麻,26.0
神曲,龙胆,10.0
神曲,乌头,5.0
神曲,赤小豆,4.0
神曲,桑螵蛸,1.0
神曲,补骨脂,2.0
神曲,柿蒂,3.0
神曲,续断,1.0
神曲,黄芪,2.0
神曲,黄芩,79.0
神曲,穿山甲,1.0
神曲,轻粉,2.0
神曲,鹿茸,1.0
神曲,夜明砂,4.0
神曲,花椒,1.0
神曲,莱菔子,49.0
神曲,鹤虱,2.0
神曲,丹参,8.0
神曲,白扁豆,23.0
神曲,益母草,1.0
神曲,天竺黄,15.0
神曲,何首乌,1.0
神曲,浙贝母,2.0
神曲,石莲子,1.0
神曲,酸枣仁,2.0
神曲,巴豆,32.0
神曲,银柴胡,2.0
神曲,阿魏,10.0
神曲,猪苓,34.0
神曲,茴香,22.0
神曲,胆南星,6.0
神曲,救必应,1.0
神曲,芡实,14.0
神曲,山药,54.0
神曲,皂荚,2.0
神曲,猪胆汁,2.0
神曲,绿豆,1.0
神曲,白豆蔻,35.0
神曲,百合,4.0
神曲,薤白,1.0
神曲,羚羊角,6.0
神曲,白石英,1.0
神曲,片姜黄,2.0
神曲,秦艽,6.0
神曲,芥子,16.0
神曲,草果,43.0
神曲,甘松,3.0
神曲,芦荟,27.0
神曲,地骨皮,15.0
神曲,芫花,3.0
神曲,谷芽,32.0
神曲,漏芦,1.0
神曲,肉苁蓉,1.0
神曲,苦参,4.0
神曲,茯苓,313.0
神曲,川贝母,6.0
神曲,附子,60.0
神曲,党参,30.0
神曲,化橘红,2.0
神曲,天冬,2.0
神曲,牛蒡,5.0
神曲,煅石膏,1.0
神曲,蛇莓,1.0
神曲,桑叶,4.0
神曲,莲子,13.0
神曲,大戟,8.0
神曲,藜,5.0
神曲,鸡血藤,1.0
神曲,防己,4.0
神曲,巴豆霜,15.0
神曲,木通,21.0
神曲,虎骨,1.0
神曲,苍术,162.0
神曲,金礞石,1.0
神曲,甘遂,2.0
神曲,苏木,1.0
神曲,紫石英,1.0
神曲,雷丸,11.0
神曲,龙骨,2.0
神曲,沉香,42.0
神曲,禹余粮,3.0
神曲,炙甘草,19.0
神曲,钩藤,15.0
神曲,猪牙皂,1.0
神曲,白蔹,4.0
神曲,地龙,1.0
神曲,薄荷,41.0
神曲,桑白皮,3.0
神曲,榧子,2.0
神曲,五加,4.0
神曲,牵牛,24.0
神曲,麝香,19.0
神曲,紫河车,2.0
神曲,冰片,18.0
神曲,桂皮,2.0
神曲,乌药,27.0
神曲,郁李,1.0
神曲,岗梅,1.0
神曲,瞿麦,1.0
神曲,厚朴,222.0
神曲,桃仁,9.0
神曲,山慈菇,1.0
神曲,干漆,7.0
神曲,大腹皮,18.0
神曲,炮姜,7.0
神曲,土鳖虫,1.0
神曲,砂仁,202.0
神曲,荸荠,2.0
神曲,朱砂,28.0
神曲,硼砂,2.0
神曲,半夏,257.0
神曲,檀香,11.0
神曲,吴茱萸,24.0
神曲,人中白,4.0
神曲,蔓荆子,3.0
神曲,羌活,46.0
神曲,青礞石,2.0
神曲,香薷,17.0
神曲,葛根,33.0
神曲,佩兰,3.0
神曲,生地黄,6.0
神曲,水红花子,1.0
神曲,草豆蔻,20.0
神曲,覆盆子,2.0
神曲,橘红,34.0
神曲,广藿香,31.0
神曲,杏,37.0
神曲,荷叶,8.0
神曲,犀角,4.0
神曲,磁石,5.0
神曲,藕节,1.0
神曲,柴胡,88.0
神曲,使君子,46.0
神曲,海藻,1.0
神曲,竹茹,11.0
神曲,麻黄,7.0
神曲,木香,247.0
神曲,橘络,1.0
神曲,麦门冬,6.0
神曲,茶叶,2.0
神曲,泽泻,67.0
神曲,桂枝,11.0
神曲,郁李仁,1.0
神曲,枳壳,143.0
神曲,车前,15.0
神曲,青蒿,7.0
神曲,独活,14.0
神曲,石楠,1.0
神曲,牛黄,21.0
神曲,西洋参,1.0
神曲,薏苡仁,14.0
神曲,胡黄连,33.0
神曲,麦冬,38.0
神曲,香附,183.0
神曲,贯众,1.0
神曲,五味子,4.0
神曲,胆矾,2.0
神曲,稻芽,4.0
神曲,石膏,9.0
神曲,大豆,5.0
神曲,紫苏梗,1.0
神曲,羊蹄,1.0
神曲,牡丹,5.0
神曲,诃子,22.0
鸡子,荆芥,1.0
鸡子,竹叶,1.0
鸡子,淡竹叶,1.0
鸡子,芒硝,1.0
鸡子,石榴,1.0
鸡子,菊花,1.0
鸡子,葱白,1.0
鸡子,桑,2.0
鸡子,地榆,1.0
鸡子,小茴香,1.0
鸡子,蒺藜,2.0
鸡子,桑寄生,1.0
鸡子,牡蛎,1.0
鸡子,知母,1.0
鸡子,生姜,7.0
鸡子,玉竹,1.0
鸡子,梨,2.0
鸡子,玄参,1.0
鸡子,冬瓜,1.0
鸡子,防风,1.0
鸡子,寒水石,1.0
鸡子,枸杞子,1.0
鸡子,蝉蜕,1.0
鸡子,菟丝子,1.0
鸡子,三七,1.0
鸡子,艾叶,1.0
鸡子,淡竹,2.0
鸡子,蛇蜕,3.0
鸡子,甘草,6.0
鸡子,杏仁,9.0
鸡子,陈皮,1.0
鸡子,黄连,4.0
鸡子,青皮,1.0
鸡子,黄柏,2.0
鸡子,韭菜,1.0
鸡子,干姜,2.0
鸡子,豆蔻,1.0
鸡子,珍珠,1.0
鸡子,牛胆,1.0
鸡子,青黛,1.0
鸡子,冬瓜子,1.0
鸡子,芦根,1.0
鸡子,沙参,1.0
鸡子,枳实,1.0
鸡子,当归,6.0
鸡子,大黄,2.0
鸡子,阿胶,6.0
鸡子,芍药,2.0
鸡子,牛膝,1.0
鸡子,龙眼,1.0
鸡子,金樱子,1.0
鸡子,射干,1.0
鸡子,槐花,1.0
鸡子,杜仲,1.0
鸡子,鹿角,1.0
鸡子,瓜蒌,1.0
鸡子,大枣,3.0
鸡子,栀子,1.0
鸡子,石榴皮,1.0
鸡子,蜂房,1.0
鸡子,乌梅,2.0
鸡子,硫黄,1.0
鸡子,茜草,1.0
鸡子,白芍,4.0
鸡子,斑蝥,1.0
鸡子,紫菀,1.0
鸡子,石斛,1.0
鸡子,马兜铃,1.0
鸡子,牵牛子,1.0
鸡子,龙眼肉,1.0
鸡子,人参,7.0
鸡子,升麻,1.0
鸡子,乌头,1.0
鸡子,桑螵蛸,1.0
鸡子,补骨脂,1.0
鸡子,续断,1.0
鸡子,黄芩,6.0
鸡子,小麦,1.0
鸡子,鹿茸,1.0
鸡子,益母草,3.0
鸡子,蜥蜴,1.0
鸡子,巴豆,2.0
鸡子,茴香,1.0
鸡子,鸡子黄,5.0
鸡子,芡实,1.0
鸡子,山药,1.0
鸡子,皂荚,3.0
鸡子,海参,1.0
鸡子,薤白,2.0
鸡子,羚羊角,1.0
鸡子,莨菪,1.0
鸡子,肉苁蓉,1.0
鸡子,苦参,2.0
鸡子,茯苓,2.0
鸡子,天冬,1.0
鸡子,莲子,1.0
鸡子,藜,2.0
鸡子,防己,3.0
鸡子,紫石英,1.0
鸡子,龙骨,2.0
鸡子,禹余粮,1.0
鸡子,鹿角胶,1.0
鸡子,佛手,1.0
鸡子,薄荷,1.0
鸡子,牵牛,1.0
鸡子,黄瓜,1.0
鸡子,麝香,2.0
鸡子,郁李,1.0
鸡子,朱砂,1.0
鸡子,半夏,4.0
鸡子,苍耳,1.0
鸡子,葛根,1.0
鸡子,生地黄,8.0
鸡子,杏,9.0
鸡子,荷叶,2.0
鸡子,竹茹,6.0
鸡子,麻黄,3.0
鸡子,木香,1.0
鸡子,麦门冬,2.0
鸡子,桂枝,3.0
鸡子,郁李仁,1.0
鸡子,蘑菇,1.0
鸡子,薏苡仁,1.0
鸡子,麦冬,2.0
鸡子,石膏,3.0
鸡子,诃子,1.0
芙蓉叶,青木香,1.0
芙蓉叶,荆芥,1.0
芙蓉叶,桑,2.0
芙蓉叶,川芎,1.0
芙蓉叶,小茴香,2.0
芙蓉叶,蒺藜,1.0
芙蓉叶,番泻叶,1.0
芙蓉叶,雄黄,4.0
芙蓉叶,木芙蓉叶,4.0
芙蓉叶,玄参,1.0
芙蓉叶,防风,1.0
芙蓉叶,枸杞子,1.0
芙蓉叶,菟丝子,2.0
芙蓉叶,蟾酥,1.0
芙蓉叶,甘草,6.0
芙蓉叶,耳草,1.0
芙蓉叶,皂角刺,1.0
芙蓉叶,过山龙,1.0
芙蓉叶,陈皮,1.0
芙蓉叶,黄连,4.0
芙蓉叶,乳香,1.0
芙蓉叶,黄柏,5.0
芙蓉叶,土茯苓,1.0
芙蓉叶,赤芍,1.0
芙蓉叶,儿茶,1.0
芙蓉叶,当归,1.0
芙蓉叶,大黄,5.0
芙蓉叶,芍药,1.0
芙蓉叶,牛膝,2.0
芙蓉叶,天麻,2.0
芙蓉叶,血竭,1.0
芙蓉叶,没药,1.0
芙蓉叶,马鞭草,1.0
芙蓉叶,杜仲,2.0
芙蓉叶,鹿角,2.0
芙蓉叶,瓜蒌,1.0
芙蓉叶,威灵仙,2.0
芙蓉叶,连翘,1.0
芙蓉叶,乌梅,1.0
芙蓉叶,白芷,4.0
芙蓉叶,牛蒡子,2.0
芙蓉叶,木芙蓉,4.0
芙蓉叶,川乌,1.0
芙蓉叶,泽兰,1.0
芙蓉叶,草乌,2.0
芙蓉叶,僵蚕,1.0
芙蓉叶,赤小豆,5.0
芙蓉叶,补骨脂,2.0
芙蓉叶,续断,2.0
芙蓉叶,黄芩,2.0
芙蓉叶,阳起石,2.0
芙蓉叶,益母草,1.0
芙蓉叶,何首乌,1.0
芙蓉叶,白及,4.0
芙蓉叶,茴香,2.0
芙蓉叶,土贝母,1.0
芙蓉叶,蛇床子,2.0
芙蓉叶,苦参,1.0
芙蓉叶,茯苓,1.0
芙蓉叶,附子,2.0
芙蓉叶,牛蒡,2.0
芙蓉叶,桑叶,2.0
芙蓉叶,藜,1.0
芙蓉叶,白蔹,2.0
芙蓉叶,冰片,2.0
芙蓉叶,厚朴,1.0
芙蓉叶,半夏,2.0
芙蓉叶,苍耳,1.0
芙蓉叶,蔓荆子,1.0
芙蓉叶,羌活,1.0
芙蓉叶,五倍子,2.0
芙蓉叶,木香,1.0
芙蓉叶,车前,2.0
川楝子,青木香,4.0
川楝子,徐长卿,2.0
川楝子,荆芥,3.0
川楝子,自然铜,1.0
川楝子,海螵蛸,3.0
川楝子,赭石,2.0
川楝子,葱白,1.0
川楝子,红花,6.0
川楝子,桃,13.0
川楝子,桑,5.0
川楝子,大血藤,1.0
川楝子,川芎,12.0
川楝子,地榆,1.0
川楝子,白术,13.0
川楝子,小茴香,14.0
川楝子,姜黄,6.0
川楝子,骨碎补,1.0
川楝子,高良姜,2.0
川楝子,蒺藜,4.0
川楝子,桑寄生,1.0
川楝子,牡蛎,5.0
川楝子,知母,3.0
川楝子,蜈蚣,2.0
川楝子,五加皮,1.0
川楝子,生姜,3.0
川楝子,延胡索,16.0
川楝子,玄参,1.0
川楝子,瓜蒌皮,1.0
川楝子,冬瓜,2.0
川楝子,麦芽,8.0
川楝子,防风,3.0
川楝子,莪术,12.0
川楝子,肉桂,5.0
川楝子,玫瑰花,1.0
川楝子,橘核,3.0
川楝子,枸杞子,4.0
川楝子,蝉蜕,1.0
川楝子,败酱,2.0
川楝子,益智,6.0
川楝子,白附子,1.0
川楝子,菟丝子,13.0
川楝子,韭子,4.0
川楝子,狗脊,1.0
川楝子,郁金,9.0
川楝子,白矾,2.0
川楝子,水蛭,1.0
川楝子,甘草,28.0
川楝子,神曲,10.0
川楝子,杏仁,6.0
川楝子,桑枝,2.0
川楝子,皂角刺,2.0
川楝子,陈皮,23.0
川楝子,黄连,19.0
川楝子,乳香,7.0
川楝子,青皮,19.0
川楝子,黄柏,6.0
川楝子,细辛,2.0
川楝子,藁本,1.0
川楝子,韭菜,1.0
川楝子,干姜,5.0
川楝子,茵陈,2.0
川楝子,豆蔻,14.0
川楝子,荜澄茄,2.0
川楝子,赤芍,8.0
川楝子,天南星,1.0
川楝子,甜瓜子,1.0
川楝子,母丁香,2.0
川楝子,青黛,2.0
川楝子,韭菜子,1.0
川楝子,赤石脂,2.0
川楝子,五灵脂,6.0
川楝子,肉豆蔻,7.0
川楝子,益智仁,6.0
川楝子,海胆,1.0
川楝子,山茱萸,9.0
川楝子,沙参,3.0
川楝子,枳实,5.0
川楝子,当归,31.0
川楝子,丝瓜,1.0
川楝子,大黄,8.0
川楝子,阿胶,4.0
川楝子,芍药,6.0
川楝子,牛膝,14.0
川楝子,车前子,3.0
川楝子,木瓜,3.0
川楝子,天麻,2.0
川楝子,血竭,1.0
川楝子,熟地黄,8.0
川楝子,天门冬,2.0
川楝子,桔梗,3.0
川楝子,萝卜,3.0
川楝子,谷精草,2.0
川楝子,没药,4.0
